Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed
7086361926,2016-05-01,1,388,407
7086361926,2016-05-02,1,440,459
7086361926,2016-05-03,1,456,461
7086361926,2016-05-04,1,420,436
7086361926,2016-05-06,1,322,333
7086361926,2016-05-07,1,530,548
7086361926,2016-05-08,1,481,510
7086361926,2016-05-09,1,427,438
7086361926,2016-05-11,1,451,463
7086361926,2016-05-12,1,444,457
8053475328,2016-04-20,1,486,493
8053475328,2016-04-23,1,331,337
8053475328,2016-05-07,1,74,75
8378563200,2016-04-12,1,338,356
8378563200,2016-04-13,2,447,487
8378563200,2016-04-14,1,424,455
8378563200,2016-04-15,1,513,533
8378563200,2016-04-16,2,611,689
8378563200,2016-04-17,2,525,591
8378563200,2016-04-18,1,398,451
8378563200,2016-04-19,1,387,421
8378563200,2016-04-20,1,381,409
8378563200,2016-04-21,1,396,417
8378563200,2016-04-22,1,441,469
8378563200,2016-04-23,1,565,591
8378563200,2016-04-24,1,458,492
8378563200,2016-04-25,1,388,402
8378563200,2016-04-26,1,550,584
8378563200,2016-04-27,1,531,600
8378563200,2016-04-28,1,506,556
8378563200,2016-04-29,1,527,562
8378563200,2016-04-30,1,468,555
8378563200,2016-05-01,1,475,539
8378563200,2016-05-02,1,351,385
8378563200,2016-05-03,1,405,429
8378563200,2016-05-04,1,441,477
8378563200,2016-05-05,1,381,417
8378563200,2016-05-06,1,323,355
8378563200,2016-05-07,2,459,513
8378563200,2016-05-08,1,545,606
8378563200,2016-05-09,1,359,399
8378563200,2016-05-10,1,342,391
8378563200,2016-05-11,1,368,387
8378563200,2016-05-12,1,496,546
8792009665,2016-04-12,1,458,493
8792009665,2016-04-13,1,531,552
8792009665,2016-04-14,1,486,503
8792009665,2016-04-15,1,363,377
8792009665,2016-04-20,1,528,547
8792009665,2016-04-22,1,391,407
8792009665,2016-04-23,1,339,360
8792009665,2016-04-27,1,423,428
8792009665,2016-04-28,1,402,416
8792009665,2016-04-29,1,398,406
8792009665,2016-04-30,1,343,360
8792009665,2016-05-01,1,503,527
8792009665,2016-05-02,1,415,423
8792009665,2016-05-03,1,516,545
8792009665,2016-05-04,1,439,463
